"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CLUG_00001",13561.7775154809,0.0730988783675373,0.252585098204073,0.289402973046644,0.772273020134609,0.999984728718519
"CLUG_00002",6896.13438413192,0.0287410865168257,0.0941877582442895,0.305146730876444,0.760254401239012,0.999984728718519
"CLUG_00003",7262.22988871055,0.00928473343742758,0.077851991189581,0.11926134830409,0.905068304479166,0.999984728718519
"CLUG_00004",14718.6472123416,-0.204276689612706,0.198871759562794,-1.02717796665446,0.304336671125371,0.999984728718519
"CLUG_00005",2448.88972427199,0.00891630945159366,0.12825089207678,0.069522397132768,0.944573805449457,0.999984728718519
"CLUG_00006",1049.14123103789,-0.0014913392767097,0.144313591068757,-0.0103340182006777,0.991754793180479,0.999984728718519
"CLUG_00007",1820.82375455018,0.089421556016775,0.0901880225886957,0.991501459396485,0.321440780088692,0.999984728718519
"CLUG_00008",1068.223799878,0.0153392647752192,0.113947728271606,0.134616679137793,0.8929149536035,0.999984728718519
"CLUG_00009",1357.51907881121,-0.0167005181967803,0.224178084491571,-0.0744966584697902,0.940615199935532,0.999984728718519
"CLUG_00010",928.571598829899,-0.0892888118113682,0.193051017992343,-0.462514068767614,0.643712715709795,0.999984728718519
"CLUG_00011",3015.74287021901,0.0646055604614136,0.112613308227337,0.573693833156838,0.566175002140954,0.999984728718519
"CLUG_00012",848.531340891973,0.271133548799282,0.271922684591799,0.997097940564604,0.318716972573506,0.999984728718519
"CLUG_00013",2418.29131073284,0.00621863337173626,0.103479875090852,0.0600950993251246,0.952079893082791,0.999984728718519
"CLUG_00014",761.616267812493,-0.388420644936512,0.133336255483541,-2.91309099335297,0.0035787030375499,0.44290339984286
"CLUG_00015",415.439461313782,-0.223972859188061,0.411299301222934,-0.544549573806988,0.586063344304923,0.999984728718519
"CLUG_00016",994.343941930265,0.0823604309925571,0.276652547057737,0.297703498010335,0.76592947339705,0.999984728718519
"CLUG_00017",2269.00390065278,0.0146448408478206,0.105084760754905,0.13936217528227,0.889163960384972,0.999984728718519
"CLUG_00018",712.11890881449,-0.291529239806126,0.157483029591144,-1.85117876232754,0.064143840023493,0.999984728718519
"CLUG_00019",10577.9300658847,-0.159468260792974,0.255055751209313,-0.625229033404955,0.53182074920902,0.999984728718519
"CLUG_00020",1083.85271132341,-0.0858865058787958,0.346878007067721,-0.247598591230456,0.804445000829156,0.999984728718519
"CLUG_00021",5243.41858040727,0.0927918968764588,0.205802566912629,0.450878228918556,0.652077315363266,0.999984728718519
"CLUG_00022",9025.78699596369,0.0308769345638943,0.06407247281255,0.481906397685441,0.629872441107555,0.999984728718519
"CLUG_00023",35783.1191936687,-0.0186844818969363,0.165297362965321,-0.113035571540584,0.910002353915653,0.999984728718519
"CLUG_00024",6323.84562009665,-0.185267136917845,0.141753379941367,-1.30696803839511,0.191223566642524,0.999984728718519
"CLUG_00025",2396.38374557248,-0.167879621155252,0.297793822332031,-0.563744472066552,0.572928046751773,0.999984728718519
"CLUG_00026",1549.6383492238,-0.200079183465861,0.233175565975009,-0.858062390153286,0.390858013483842,0.999984728718519
"CLUG_00027",128.744875380813,-0.140408722223741,0.259757994058207,-0.540536674271815,0.588826976174,0.999984728718519
"CLUG_00028",122.156946173845,-0.565882784739153,0.394966354158846,-1.43273668448115,0.151933101614904,0.999984728718519
"CLUG_00029",2288.79144378634,-0.0986280070161024,0.135714387694144,-0.726732137187825,0.467390062385399,0.999984728718519
"CLUG_00030",74286.7269076099,0.0665623935454106,0.125744148771897,0.529347840002927,0.596564174551311,0.999984728718519
"CLUG_00031",1659.1351497043,-0.23823196904683,0.175067997992648,-1.36079678626835,0.173577917805536,0.999984728718519
"CLUG_00032",7473.9212302837,-0.393158150231577,0.0820507225192763,-4.79164763161241,1.65417234767021e-06,0.000724400244252807
"CLUG_00033",528.360500831186,-0.0507492439001061,0.211447008521962,-0.240009278234055,0.81032306381706,0.999984728718519
"CLUG_00034",8195.29445843483,-0.122106096185921,0.171010572657767,-0.714026590801987,0.475210737002716,0.999984728718519
"CLUG_00035",5857.65693689211,0.0284819648659705,0.132850460007681,0.214391164805329,0.830242030961448,0.999984728718519
"CLUG_00036",2734.60221812703,-0.104358279401038,0.208792912572395,-0.499817154305242,0.617203830595201,0.999984728718519
"CLUG_00037",1934.80173890849,0.107036908456995,0.11770252053079,0.90938501549756,0.36314692865166,0.999984728718519
"CLUG_00038",439.643447885557,-0.0454512276994374,0.117664128279701,-0.386279390022714,0.69928976262608,0.999984728718519
"CLUG_00039",2055.04022770606,0.0293038859855764,0.0965093944691325,0.303637652549452,0.761403962483525,0.999984728718519
"CLUG_00040",217.161602028969,0.147935012656541,0.258193702204816,0.572961351858186,0.566670862413222,0.999984728718519
"CLUG_00041",2929.1428386737,-0.0112836829081872,0.105820491103593,-0.106630415248602,0.915082188261382,0.999984728718519
"CLUG_00042",5503.90349428206,0.0876370153867941,0.151464652435004,0.578597144468412,0.562861031961098,0.999984728718519
"CLUG_00043",2811.96450313904,0.0182581269208398,0.10675109639341,0.171034561121068,0.864196590129355,0.999984728718519
"CLUG_00044",3817.77701767022,0.00436251014405767,0.123138701605165,0.0354276120114189,0.971738767326373,0.999984728718519
"CLUG_00045",1445.81351429607,0.199450200097611,0.113085293498542,1.76371474952384,0.0777800165944312,0.999984728718519
"CLUG_00046",886.80183554044,0.0280147741156376,0.165173048157096,0.169608628212713,0.86531793653851,0.999984728718519
"CLUG_00047",1621.8713670045,-0.514234799933834,0.318335993372562,-1.61538377889931,0.106227610813948,0.999984728718519
"CLUG_00048",15486.2793000728,0.0323709679389748,0.105351069084829,0.307267578964099,0.758639711030879,0.999984728718519
"CLUG_00049",7715.27089281061,-0.0426976966656189,0.0634257679096442,-0.67319163918434,0.500825379587802,0.999984728718519
"CLUG_00050",3628.03608963342,0.00529486131254192,0.0850625662716854,0.0622466678894969,0.950366398916701,0.999984728718519
"CLUG_00051",3122.04423154035,-0.016084133922082,0.118132693926821,-0.136153112126992,0.891700241004441,0.999984728718519
"CLUG_00052",7586.56621642889,-0.0671894105641303,0.176840106287965,-0.379944414050054,0.703986677469357,0.999984728718519
"CLUG_00053",5069.48853472413,0.0464075266430766,0.0795210905685021,0.583587653430125,0.559497768829265,0.999984728718519
"CLUG_00054",2085.97087294521,0.0897461473663631,0.130907430697205,0.685569542449808,0.492984593429101,0.999984728718519
"CLUG_00055",3137.48471997602,-0.0763035927608575,0.398727966014397,-0.191367546960833,0.848237643944468,0.999984728718519
"CLUG_00056",804.539567434208,0.165798073399524,0.180916157661785,0.916435964273997,0.359438279475081,0.999984728718519
"CLUG_00057",12350.6651855634,-0.0246020241272132,0.138706367244513,-0.177367662465303,0.859219606188544,0.999984728718519
"CLUG_00058",3910.58458135454,0.128412885203332,0.10330195121963,1.24308286230057,0.213837300320358,0.999984728718519
"CLUG_00059",1554.2147682635,-0.0447506332865964,0.130059326886361,-0.344078616720022,0.73078716359403,0.999984728718519
"CLUG_00060",2239.13899906696,-0.0289516329069311,0.0873825771047664,-0.331320428696213,0.740402462040964,0.999984728718519
